"filename","roi_temp_mean","roi_temp_sd","roi_temp_min","roi_temp_max","datetime","Time"
"ICI_0700_05_16_2022.csv",15.5064419057507,0.744623879421697,13.8933,27.0839,"2022-05-16 07:00:00",2022-05-16 07:00:00
"ICI_0700_05_22_2022.csv",11.0480683345572,0.154382033969531,10.4668,13.0382,"2022-05-22 07:00:00",2022-05-22 07:00:00
"ICI_0700_05_23_2022.csv",10.2274317771138,0.567284767287159,9.20409,19.0138,"2022-05-23 07:00:00",2022-05-23 07:00:00
"ICI_0700_05_24_2022.csv",9.89046342812286,0.725307355462583,8.52301,17.3273,"2022-05-24 07:00:00",2022-05-24 07:00:00
"ICI_0700_05_25_2022.csv",14.3962584842116,0.815841005417824,12.4494,23.2709,"2022-05-25 07:00:00",2022-05-25 07:00:00
"ICI_0700_05_26_2022.csv",17.597087551594,1.08702648016593,15.4759,27.6398,"2022-05-26 07:00:00",2022-05-26 07:00:00
"ICI_0700_05_27_2022.csv",17.6940081107088,0.88653438339686,16.0716,27.965,"2022-05-27 07:00:00",2022-05-27 07:00:00
"ICI_0700_05_28_2022.csv",12.902300625459,0.27018337564311,12.0919,16.478,"2022-05-28 07:00:00",2022-05-28 07:00:00
"ICI_0700_05_29_2022.csv",8.68466295358436,0.292798262864065,8.01079,12.246,"2022-05-29 07:00:00",2022-05-29 07:00:00
"ICI_0700_05_30_2022.csv",7.24715416272062,0.581119637028187,6.22865,14.3875,"2022-05-30 07:00:00",2022-05-30 07:00:00
"ICI_0700_05_31_2022.csv",11.5778873363551,0.888552274535862,10.0981,20.6674,"2022-05-31 07:00:00",2022-05-31 07:00:00
"ICI_0700_06_01_2022.csv",14.2099795674964,0.606693678077387,13.1413,21.24,"2022-06-01 07:00:00",2022-06-01 07:00:00
"ICI_0700_06_02_2022.csv",16.0387721050366,0.869849405049781,14.3987,23.9548,"2022-06-02 07:00:00",2022-06-02 07:00:00
"ICI_0700_06_03_2022.csv",14.5995009723735,1.06973810069004,12.4799,23.7592,"2022-06-03 07:00:00",2022-06-03 07:00:00
"ICI_0700_06_04_2022.csv",12.9241382416247,0.782606631713346,11.7453,20.7968,"2022-06-04 07:00:00",2022-06-04 07:00:00
"ICI_0700_06_05_2022.csv",14.6026339115241,0.671088967325106,13.2446,21.4996,"2022-06-05 07:00:00",2022-06-05 07:00:00
"ICI_0700_06_06_2022.csv",15.9410901015421,0.849378096375638,14.3042,24.6154,"2022-06-06 07:00:00",2022-06-06 07:00:00
"ICI_0700_06_07_2022.csv",17.4957324352384,0.934041662132494,15.5752,25.6815,"2022-06-07 07:00:00",2022-06-07 07:00:00
"ICI_0700_06_08_2022.csv",19.045277116305,1.06163753716836,16.8976,27.6879,"2022-06-08 07:00:00",2022-06-08 07:00:00
"ICI_0700_06_09_2022.csv",17.0587833227824,0.587046832931677,15.3986,21.7805,"2022-06-09 07:00:00",2022-06-09 07:00:00
"ICI_0700_06_10_2022.csv",17.9859903218455,1.06342816330037,15.8926,27.4618,"2022-06-10 07:00:00",2022-06-10 07:00:00
"ICI_0700_06_11_2022.csv",19.0920878731863,0.292077766594328,17.4684,22.9238,"2022-06-11 07:00:00",2022-06-11 07:00:00
"ICI_0700_06_12_2022.csv",18.5116888987364,1.22731354114624,16.0096,29.1776,"2022-06-12 07:00:00",2022-06-12 07:00:00
"ICI_0700_06_13_2022.csv",18.1611907573878,0.586155963438884,16.9359,24.284,"2022-06-13 07:00:00",2022-06-13 07:00:00
"ICI_0700_06_14_2022.csv",13.7893970955408,0.533575240714552,12.7946,20.2019,"2022-06-14 07:00:00",2022-06-14 07:00:00
"ICI_0700_06_15_2022.csv",16.5141289331746,0.680433907115465,14.9727,24.5416,"2022-06-15 07:00:00",2022-06-15 07:00:00
"ICI_0700_06_16_2022.csv",21.0351515965663,1.86567765567269,17.5063,34.3815,"2022-06-16 07:00:00",2022-06-16 07:00:00
"ICI_0700_06_17_2022.csv",20.0419517484997,0.873689241961082,18.5268,27.2294,"2022-06-17 07:00:00",2022-06-17 07:00:00
"ICI_0700_06_18_2022.csv",16.2736146058596,0.108665658200292,15.7513,16.7734,"2022-06-18 07:00:00",2022-06-18 07:00:00
